PIDN,Ca,P,pH,SOC,Sand
2ldLrUtq,-0.458424003019,-0.37558971593,-0.37351418965,-0.541533759961,-0.0855185511408
2nsACW6G,-0.320394371886,-0.425934345141,-1.42566793256,1.32981787001,-1.15562874076
2yMbVnWc,-0.550161371916,0.50328619831,-2.01654835848,2.43663702564,0.643146421971
36r8sgGQ,-0.359313938446,-0.225480097853,-0.0810029258938,-0.719365056642,0.668592880117
3NXAXCl3,-0.60530640211,-0.82629080176,-1.11082076763,0.411573996765,-0.895323315097
3QG0z6fl,-0.474886130891,-0.032016736502,-1.37949353688,-0.448505746549,1.00516295297
3WS8R9qm,-0.373032888381,-0.568646361704,-1.40270923054,2.65817949166,-0.973449166936
3fRLm8f5,-0.298506989041,-0.174323531643,-0.391958375363,0.109460114311,0.369130537309
3mZhp1nQ,-0.59392107392,-0.489036904552,-0.325986487621,-0.604212539355,0.859500957836
3pikJXRL,-0.518064949038,-0.50966416547,-1.10424663119,0.57220977856,-0.781813873205
3pxOEGHL,-0.404036359552,-0.301383393011,-0.511326057098,-0.733202082604,0.763113751418
3ttdV3f5,-0.548610202098,0.108568573095,-0.55577079996,-0.101782374272,-0.551397132083
3v4X6Mfe,1.04090989266,-0.252614071216,1.7408783409,-0.747903543562,0.253731211598
3wORuPiv,-0.534970132797,-0.365091449452,-0.753589707101,-0.183659039394,-0.83900380497
43EfrxZj,0.0651913884764,0.0702272505011,-0.278467859332,0.254114899279,-0.309141102598
457Vwm21,0.0415071503082,0.699934456332,0.391209923252,0.621917906761,-0.736557465556
46KNnOdx,-0.456268059663,0.0515219726399,-0.890261852897,-0.108799176088,-0.262727083275
47TwNsVC,-0.439667420261,-0.842706713152,-1.57587652107,1.62120810581,-1.14449177001
49856RpO,-0.41104959307,-0.532455716815,-0.675340325313,-0.543647529558,-0.842625861289
4Ane1o2N,-0.326747906492,-0.409707396625,-0.394744940493,-0.476906321589,0.188563507204
4AyVUgSc,-0.506964688418,-0.194330422829,-0.581652403302,-0.652980567798,0.349155834505
4B1951On,-0.136302455115,0.089346816998,-0.0347633073418,-0.157766833119,0.727984595135
4OL39Teo,-0.00799388601121,0.261419098986,-0.0952103443779,0.278281906109,-0.0508392747947
4eQ90eLY,-0.0832053534535,0.253049715255,-0.170269215613,0.515986826331,-0.00831972932382
4o5jwMj8,-0.37973113195,-0.627881395131,-0.622585109517,-0.708669686688,0.130386312902
4vPgpl2c,-0.411069471107,-0.479335297856,-0.217849937269,-0.789899460218,0.585466449037
51r9aA0d,-0.476195530156,-0.175900212351,-0.227953481828,-0.704418951497,0.164562623736
58SmeRoP,-0.354676998719,-0.00745732095745,-0.141624563113,-0.157450014311,-0.405598946322
5HJp1AXn,-0.398850015057,-0.104033270443,-0.946836518938,0.578984216586,-0.292178154574
5MBZW7fx,-0.0712103005176,0.199648071138,0.865742802493,-0.610862633617,0.346991755053
5Nq3gHaP,0.22859250469,0.732626262751,0.224320821252,0.613141699147,0.158997771518
5RmwFFK3,0.657382669351,0.701215865972,-0.130392308171,0.289687287988,-1.33161686888
5Tu5Jbov,-0.430260416923,0.092623203134,-0.469836917585,-0.172123863358,-0.626121959253
5YEolkev,-0.321973119147,-0.355031364204,-0.352885830907,-0.493540331976,-0.212569932889
5a8sf6QV,-0.0801092868765,-0.0227711703343,0.484562213255,0.131194341013,-0.845361946513
5eSvmqYm,-0.405454910011,0.0426294520872,-0.0428140085208,-0.618676648457,-0.450547434432
5hkN8fiv,-0.381442880899,-0.360421259714,-1.2443312752,1.08680966825,-0.546183015641
5oK8Gti5,-0.483259630205,-0.00180783188474,-0.604206194459,-0.556597844899,1.53739315136
5paniGaU,-0.560959003304,0.0486522465998,-0.887317599757,-0.847787637336,1.61959747658
5vsr7ZUP,0.580646314714,0.035212357544,1.18485240901,-0.232948476284,-0.981972790458
60B4xMWI,-0.367679665745,0.262115355455,0.587517197438,-0.761219659021,0.776436784192
64jOUtKy,0.301007833537,0.816250075894,-0.210495409953,2.29356772218,-1.02979368727
6AJo4xNG,-0.49731769938,0.0189029192224,-0.670283592272,0.112080225094,0.432570365656
6CAvhEte,-0.349288311247,-0.00303622740628,-0.711353629701,-0.267639440894,0.974658950002
6CuGYjT5,2.76554597364,-0.444601660941,1.75789103822,0.818030739532,-1.21642149048
6DGH8ujZ,-0.369040772186,-0.327665004008,-1.21671700067,0.356818225758,-0.240164614901
6PzsGdVm,-0.31881941488,-0.0238336404674,-0.632852618558,0.52582078841,-0.159902249389
6UcSJMbq,-0.305156737883,0.587858912069,0.852872180613,-0.944269844127,0.543772279732
6WJbkH8U,1.19334007804,-0.338068319349,1.74889218355,-0.090515459303,-1.15611847792
6eUWsVzw,0.466125258003,0.41583659266,1.37520622729,-0.218733607791,-1.20028983837
6gNyO7Do,0.0314393048213,0.0505166594086,0.0210636871746,0.637227189531,-1.05400353464
6jT0AyHe,0.0692478830646,-0.324561767758,0.510965909455,0.28499754838,-1.25975145208
6nBgCvWu,-0.639386918361,-0.439411839993,-0.41839859604,-0.466641558254,1.27855271715
6ro5mqg6,-0.277848738311,-0.270196913942,0.0672282425243,-0.466922644619,0.449869796224
6sGqObX4,-0.60713100058,-0.269717884306,-0.463610538238,-0.530791009849,-0.975545557995
6uEGy0n4,1.84175186929,-0.144233883045,1.94298021349,-0.670537499734,-0.73347882081
7BZ4LxP8,-0.0669349838815,-0.177834100235,-0.00500851260595,-0.4395214018,-0.350040948817
7CmigXKi,-0.396119076352,-0.262595119304,-1.11378740976,-0.436859332202,0.978806834398
7Ga0LpfR,0.48541803045,1.27177109436,-0.765221344141,2.42723884874,-0.848513001584
7PQsFvsG,-0.436590425306,-0.168113310073,-1.69985413901,1.28372301741,-0.0697825996192
7aF7nnwn,-0.628299725877,-0.279968360628,-0.698624814836,-0.850450708675,1.02282629454
7asGzfX9,-0.184375657374,-0.306703991473,-0.336233819499,-0.306341546766,0.182778579587
7cg7C92o,-0.277541972024,0.536194538161,0.253701269494,0.660142468566,0.405723974894
7eOxTpsB,-0.365650069885,0.288784033663,0.598111411727,-0.678404536341,1.09464931761
7ey0v7ma,-0.56966015072,-0.701296358558,-0.834555245647,0.163144514897,-1.12479687142
7gocyrYl,-0.318061955931,0.14004926238,-0.198334703776,0.685573525395,-0.0924191724021
7gqR3GoA,-0.468131649931,-0.516436852362,-0.557786935747,-0.543363242765,-0.507032513988
7og7aUXB,-0.158543607324,0.0139059917145,0.314907070273,-0.0902020777672,-0.0726547863453
7onRfa8F,0.185561604958,0.110824774214,1.04652570874,-0.31250845441,0.861452583683
7umkNuxM,-0.1864610729,0.0295346510957,0.0230462767468,0.258007905755,-0.60707676781
7vPr9ExD,-0.047565395204,-0.12228487898,0.353950765392,0.149567288541,-0.915591943075
7zNjpCzu,-0.483060974647,-0.238910627687,-0.198287232939,-0.267790080178,-0.747093353321
7ztsQNj3,-0.385904303887,0.00229107351768,-0.14868801863,-0.252136939452,-0.725842584316
86gppwMI,-0.73277249031,-0.0455359038931,-1.60556941081,-0.352158752101,1.28661559969
88thAGdL,-0.384157664703,-0.162572381848,-0.00426554096343,-0.24801770513,0.045463926582
8GhU8STP,0.837530737779,0.56262498492,1.42419655282,0.22842218147,-0.6044437348
8NlzDcWe,-0.492780711289,-0.128829653322,-0.830625373225,-0.636192254532,0.429711329709
8QAejdLW,-0.19720682429,-0.117491761912,0.0598546146674,0.336787579811,-0.946031070674
8RDeFxWM,-0.324190055266,0.128007137052,0.161160664352,-0.687599704179,1.26134327387
8UXP2NBS,-0.485503085695,-0.440911034055,-0.49300756256,-0.635533902819,0.624983184606
8ZoV3KGT,-0.337618744587,-0.167410102468,-0.0325402836756,-0.329985074493,-0.416085232638
8ajs2uG8,-0.435436966592,-0.476789581343,-0.598529500855,-0.441268696056,-0.822371427815
8bXnz62p,-0.269487833362,0.381154422197,0.276787401587,0.242818147248,0.87093909425
8nO1O1LG,1.64904105203,1.20522896944,1.4543543205,1.31882109876,-0.899082685285
8xE1p8g8,-0.42982155311,-0.151259801352,-0.406923982631,-0.365663956811,-0.389017578596
8yMDVMRM,-0.423922196771,-0.391367684043,-0.990317573781,-0.55754565516,-0.648392111678
98R5VaPi,0.556646853642,0.475114347752,1.95473012587,-0.925214217978,1.20895460438
9DcTz2Ua,2.71706476792,-0.23426208615,1.84059456843,0.435746713904,-0.79026255712
9G7nfUrK,-0.308115350484,-0.107189621312,-0.363428544534,-0.49314666282,0.771800758177
9O6GZ1HT,-0.163091680766,0.870525013982,0.81081948407,-0.853797978301,-0.0437890526527
9S7fCoAM,-0.620590812481,-0.530343648624,-0.301732157567,-0.383616420741,0.897658273341
9iQwmFJR,-0.310169955749,-0.123719244554,-0.341526180058,-0.470558658944,0.843958040674
A3Mt6SAQ,1.18485564973,-0.0833016444617,2.30221984267,-1.19210751579,0.591636635787
AJIsQIcV,-0.355740053434,-0.180912052578,-0.861604030838,-0.26582467717,1.03481949538
AMHKXMh8,1.72763417158,0.661230932123,1.95986941616,-0.574707519082,-0.488842698356
ASwA2J4E,-0.238902249206,-0.00721028405197,0.322226424546,-0.403351321215,0.543587325358
AaFvEoHq,-0.419309769473,0.113711502245,0.241213686414,-0.826902894239,0.878844185722
AiIPD6hX,-0.131455237723,-0.0913961483598,-0.640426302291,0.50820332231,-0.249572649709
AsIURvJS,-0.361639490491,-0.283033503764,-0.679712058222,0.764399749083,-0.637004820607
AsvgbJ0C,-0.281059375619,0.0251041712601,-0.529505506528,0.774467435901,0.208037624809
AxEhbkCM,-0.421858656204,-0.55748853859,-0.568551037062,-0.732684456922,-0.536511958994
B7VPkIpx,-0.434162904374,0.128216937159,0.382768830459,-0.855341651285,1.19936341385
BBwHqHiH,-0.141756048698,-0.320162740232,0.29402525286,0.0307821780197,-1.02492734723
BMyps8hr,-0.23774586981,-0.49548632905,-0.648503269759,-0.263880782529,-0.613228244292
BUHS4dQw,0.205202549337,0.54967551582,0.270180184639,3.02671350755,-0.73152335983
BZB3EYWQ,-0.227585013903,0.00985557435807,0.250815219943,-0.332543963793,0.753543826779
C5UPCZcL,3.52300524615,-0.193919384697,1.96068521701,0.92596152491,-0.77373449464
C5gIfQbJ,-0.407467046988,-0.634538726029,-1.69961348322,1.31063516375,-1.09777067092
CDRuu4Pn,-0.331747868381,-0.00438552569252,-0.16118368783,-0.752957785219,1.08387924299
CQhTYkqE,0.808722610455,1.09312251733,0.669145964447,0.479425856959,-1.54860046614
CSEobMXv,-0.546490147137,-0.706413522839,-1.18006360407,0.453222154005,-0.547487789203
CYMQE4x0,0.120413797496,0.739809446322,1.39362614268,-0.174846901365,0.817772541752
ChQdtl4J,-0.559009573238,-0.743983829049,-0.315801453678,-0.672558025492,0.697042469968
ChnD1nrN,-0.49921955689,-0.315735330805,-0.898077822932,-0.728771998333,0.0584958115865
CvtbbIcq,0.933611647853,0.153305566348,1.64163527102,-0.359922913955,0.335691710238
Cxk06b77,-0.212895473562,0.316153963899,0.546555933529,-0.132768580429,0.523372196934
D3QD3ZEJ,-0.108926891323,0.0813702006341,0.488864064163,0.376432861997,-0.0727746764224
D8J5C6lA,0.547347053578,0.696979111457,1.08812491831,0.0974723835924,-0.524076777999
DCeQwYfT,-0.214830552757,0.0573194220228,-0.36685614209,0.109908895564,-1.02019683275
DDEftkx3,-0.55686408598,0.0426674370978,-0.845351056578,-0.718832469758,1.40338655906
DEwCfeDW,-0.568734337363,-0.00113436867131,-0.200842911879,-0.00560254783958,0.839406131146
DMkIV4oL,-0.416385895692,-0.346736663914,-0.745361727161,-0.713362076337,0.406866451772
DnzGfbxS,-0.192372961873,-0.130265255401,-0.276566338555,0.00471670329428,-0.530990366086
DoZxo6f6,-0.354122420502,-0.414372889938,-0.105658045863,-0.749209592855,0.770730981044
DvhBPGIk,-0.403136972478,-0.208536466305,-0.4541105344,-0.394814807633,-0.372981347195
Dx7GoUcT,-0.711764346442,-0.523860755609,-0.518741416729,-0.641717336161,1.38564366835
E5hIjohO,0.421958350965,0.0525363708197,-0.0619690668337,1.20106566611,-1.43541766561
E6x4XGHt,-0.435738943835,0.149979981217,-0.478611118746,-0.446462776509,1.41108040325
EDEpAzh1,-0.468493956328,-0.289728293869,-0.533806916769,-0.422255818209,-0.778930357372
ETGudkQt,-0.327885585154,-0.164289496734,-0.192869119858,-0.667830099696,0.69268913602
EUleKrLJ,1.81074028177,0.103732013223,1.87986504904,0.194259215468,-0.346724575123
Ehw2Jz6s,-0.335364037949,-0.341484405294,-0.189762509556,-0.568203737206,-0.169825088793
EjqzC4zH,-0.412225534974,-0.0216231226434,0.0812559978324,-0.870776735743,1.05200713531
EkMZO3Qj,-0.506457023061,-0.231189280594,-0.379139724756,-0.68453735617,0.869884520846
EnoNXWvU,-0.286557285595,0.710864684109,0.866359632796,-0.949356917791,0.502449880394
Epv8ANwr,-0.258047038519,-0.112019866035,-0.21923653585,0.427684658191,-0.32092645892
Etro9j0B,-0.314449935659,0.651106894127,0.520448162677,0.141059005441,0.312313865622
F3MIZj76,-0.340848384772,-0.39399106523,-0.590838435354,-0.250394843257,-0.913399883401
FB8tU00K,-0.421407543633,-0.149739661329,-1.04894698006,0.33683677657,-0.611435693194
FLhxBGMK,0.0634497490841,-0.131267569122,0.71368592568,-0.163923604911,-1.26897974984
FRreR8ka,-0.538052897445,-0.594253915656,-0.540883143009,-0.37379142213,0.609979192331
FXne4oAV,0.481612364518,0.232994739929,0.951090762572,-0.283724060375,-0.720730217388
FaW764jk,-0.358575774907,0.36507795363,0.609735246679,-0.231944639667,0.535434542847
FeAbMXly,-0.548093748558,-0.388000357129,-1.27439448374,-0.730017766023,0.639217893213
FeudaFXn,1.9252275609,0.166878810539,2.19613205613,-1.00374841878,-0.696884475668
FldUmFeM,1.39717062209,-0.0150118154878,1.83242323456,-0.981401570195,0.477706300414
Fnv5tfAm,-0.308571036997,-0.051287520831,-0.304572858988,-0.247331448565,-1.19435286129
FvrAd3Or,-0.396457944507,-0.0381744518306,0.657674609433,-0.781034522343,0.674651421645
G48zHffi,0.00364568745553,0.703711011051,1.59462810019,-0.753617286894,0.657213650485
G76zCv5N,-0.382220921133,-0.339684939995,-0.396433214973,-0.462868578075,0.0967015743616
G7JGUdNf,-0.010578969412,-0.107088855479,0.434833971806,-0.00440109317766,-0.949047676285
GCo6MONx,0.944648319682,0.49872139697,1.37952013988,0.425362511658,-0.797537692775
GE0vbpVQ,-0.13695134355,0.123758170142,0.241224945809,-0.427908638957,0.956754136629
GN0DfOqt,-0.311586611183,-0.130473027327,-0.305458841561,-0.512815904927,0.543757272318
GNsTAb1v,-0.494171303279,-0.774728737414,-0.905035168428,-0.367523105758,-0.760640343802
GPwmO21z,-0.329947909922,-0.351012878201,-0.38502856647,0.0500754357008,-0.507706230341
GQYpfLoh,0.715799738385,0.75230505409,-0.187644799839,0.706535419444,-1.15190917885
GR9knT8n,-0.410513921093,-0.180951419072,-1.58133090805,1.17045191068,-0.122346024907
GXtFFbZy,-0.139981150288,0.0544695954709,0.358692364137,-0.158276324384,-0.129818402604
GYvzvvFD,-0.615758945671,-0.294514699675,-1.30944512501,-0.465872732855,0.35951359806
GemPjTJ9,-0.597971727644,-0.707174487421,-1.75898872964,-0.123993656208,-0.967548364733
GkLYRm1K,2.16456913117,0.0829462645252,1.98093811391,-0.692572895842,-0.917212265977
GmlqP8eI,-0.339123894873,-0.413984382672,-0.439196611221,-0.67779660249,-0.271593323635
GqkIrOvf,-0.457437516738,-0.19271107919,-0.91073689575,0.467735885856,-1.20901970215
H0fsegPi,-0.553800077927,-0.512696566803,-0.269741945854,-0.531144017749,0.6007310912
H4dHpJjU,1.97628489828,0.303359750093,1.72377392168,0.297924111527,-0.689333630484
H5QwJCuU,2.59250558323,1.39087782371,1.79442632904,0.379124797356,-0.33283814573
H5uwmSZ0,-0.490946515132,-0.279509069021,-0.345846810774,-0.64035691894,0.777486298293
H8MtbVoL,-0.287878330272,-0.212424996141,0.205191339179,-0.294824731897,-0.316420056472
H9JrUYnp,-0.534626730788,-0.409041818588,-0.403748515321,-0.129869661673,0.654172425822
HHYmmHVk,-0.466932626009,-0.0034579620988,-0.656570235174,-0.798953734118,1.55879651911
HJ5U4uqL,-0.556898265582,-0.412489647262,-1.30224504337,-0.56283196969,-0.109080402884
HNQxYc4w,-0.208943901976,-0.595853049355,-0.252945328289,-0.537637533061,-0.157810934074
HQYhKHZ8,-0.434259676531,-0.208442555418,-0.455671431367,-0.41225147962,-0.114580026054
HSCMx0MC,-0.365818077857,0.122778914698,0.262557599547,-0.693438227125,1.20148580028
HXYuE0fx,2.12953050317,-0.181101717238,1.64999815198,-0.116162026392,-0.62893031766
HdKcxEWr,0.152320904275,0.749736884038,0.365804711141,0.354424515385,0.479612354213
HecW1iCC,-0.571835047004,-0.402137364293,-0.727378462164,-0.634428293328,-0.94638553001
HpbKB8rv,-0.525115653115,-0.457344765199,-1.49005325032,1.50285144521,-0.639921656368
HrkoYjCg,-0.0546778897286,0.232799416578,0.15236424581,0.937868443364,-0.99303525989
I5P2uquT,-0.242035678066,-0.0578109081405,-0.0359843577531,-0.31921400699,0.894455422667
I94qkDM7,-0.709746898034,-0.416999864752,-1.87660013051,-0.464668259939,0.662390176746
I9sQbtt8,-0.473022023908,-0.431885527981,-1.40223833521,2.19343250629,-0.544159898534
IFxgw6ZX,-0.409400857139,-0.462273030317,-0.483799683798,-0.455004823044,-0.0179131589298
IPPPSyoU,-0.44301991767,-0.0676609809732,-0.834311909736,-0.233809206462,-0.850951002382
IQOYQubU,1.46036877741,0.257707457696,1.53671122561,-0.0553540430653,-0.475815864321
IYNE2SxU,-0.442104064191,0.0322159445889,-0.39863273052,-0.275145394817,-1.05509459501
IZRFk9kN,-0.118272355055,-0.0710788552648,-0.0806892722855,-0.243647379261,0.0608195998865
Iaq3v0t3,1.11262905974,0.14037844592,2.23514521372,-1.06246100976,0.514104420058
IbVwu1t6,-0.43390412747,-0.383366351416,-1.12285625582,-0.00492328974469,-0.193827698802
IcHKTLyo,-0.0553021552336,0.123138132071,0.219611317641,0.390761349583,-1.25168565116
IpW80wVB,-0.229764682009,-0.202072040195,-0.179836755879,-0.0195502341458,-0.294351685978
Itb0PYUV,1.47166061087,0.416489083228,1.68498066792,0.887383590193,-0.772802225561
J8fpSwS0,-0.49748879317,0.274012313823,0.67231780323,-0.876374857811,1.22739435534
JE1SlbD0,0.62125195045,0.666793021679,0.622713658185,1.96151310515,-1.13335394524
JEB4McNb,1.07564694855,-0.212655191338,1.55131873325,0.00760297165601,-1.19836625696
JEE4QVeQ,-0.196770482262,-0.264057211566,-0.0612244942913,-0.432559943545,-0.765794331217
JJSEU2VQ,-0.521507001669,-0.014423560262,-0.338513344419,-0.578362830611,1.0873682521
JSsVriP2,-0.150121239708,-0.246232021998,0.911809433133,-0.782635288759,0.177882791658
JUvQNiOK,0.00799860796496,0.0482665807603,0.330561849381,-0.321524434292,0.331907080266
JZbrRtm2,-0.0660282530372,0.664745002167,1.02318714951,-0.905362455923,0.253827631399
JcE9G92B,-0.186757835127,0.224783381262,-0.079281945979,0.556272216042,-0.134420393073
JnNYpXHr,0.217011169815,1.175205484,0.16242847997,1.93121005282,-1.11653569808
JzpbnOtz,-0.537336165831,0.385412266463,-0.274921545469,-0.600855330114,0.97489736671
JzzUhPQp,2.22253189514,0.367881167419,1.91893094349,-0.494481246908,-0.953663736607
K05R8dQK,-0.191196521413,-0.276705054997,-0.519575347984,0.298726936617,-1.09538378162
K17pG2mG,-0.22142567937,-0.0854912870596,0.69681209385,-0.722390122311,0.439886831477
K8BellUe,0.0790233688994,-0.874276834918,-0.110731573642,-0.249844003473,-1.42503109691
KJ2eH6rr,-0.177332527056,-0.739149228856,0.0788309648266,-0.473404355773,-1.13742244782
KJEJ6Glk,0.629705061802,0.405792610323,0.596751307816,1.42116390677,-1.25365431282
KSbO0oXS,0.489245789685,1.59536730405,-0.0793042151257,3.07797794687,-1.42246189525
KXtvmd01,-0.350297075539,-0.364880247703,-0.219115863884,-0.595512902299,0.32111820623
KYiJqBuJ,0.0335946169725,-0.203259855786,0.830724678545,-0.670964401736,-0.690007411495
KmbAyTcE,-0.144456366435,-0.0366797981895,0.137668753878,-0.366451302437,0.021364979331
KnNyl3rV,0.0546780815157,0.0930550381563,1.03743455212,-0.553562762843,0.827965681082
Kp2DG8TZ,-0.449368468707,0.00666349240539,0.13225091036,-0.739535857183,1.04426775652
KqQtKWs5,-0.578474977334,-0.338622218546,-0.880106978655,-0.561219733153,0.525776182526
Ku27g63R,3.33119848228,0.374607007808,1.95160884236,-0.0671166272862,-0.594190942529
L2aTVqDq,-0.465609682007,-0.473209386434,-1.31508856047,0.801948801583,-0.731337168448
L5jvq6G4,-0.552580247534,-0.0460460226852,-0.603514995071,-0.653512237777,0.922802954145
L91hYVQl,-0.455565501694,-0.378735359049,-0.709534182181,-0.793466575352,0.188775758156
LINAMlbA,-0.549168256279,-0.206652498829,-1.46371211708,0.152247893968,0.468856024213
LJoUNXSx,-0.423820538489,-0.520200814171,-1.50490315978,0.29567547843,-0.263810807376
LLtSiyWD,-0.397545132764,-0.405128335557,-0.560210376593,-0.564110019501,-0.34208670108
LQJtV8kn,0.0490227281559,-0.119511897766,0.973814386759,-0.106473713907,-1.20818266964
LW9uddw7,-0.535539179332,-0.569668605591,-0.87672977238,1.02176874448,-1.06833714456
LZ6sdBTR,0.689865202831,1.04371345023,1.31770033649,0.158478943907,-0.441074697965
La2Vhnne,0.0682739636392,0.628947395555,-0.218317866485,1.53241152165,-0.457142777568
LaUWSq9B,-0.044578033413,-0.308147783222,0.111227380323,-0.0735190745216,-0.730130155379
Lk4SfkPQ,-0.705798592833,-0.436830933941,-0.683451794924,-0.304466557971,-0.765767872618
LllC836d,-0.172158474435,0.0211791657044,-0.217430131752,0.604175536802,-0.0272699018353
LuGiGeWN,-0.647360792594,0.00521086061239,-1.15705463002,-0.309717583594,0.802941479108
LzcyHcWa,-0.494378678299,-0.0336384049596,-0.67892285872,-0.600721716847,0.857657392858
M7veP0H4,-0.565978823046,-0.501581086924,-0.914286291317,-0.353312153927,0.696873793589
MB8aaJUc,-0.376761185286,-0.205737648816,-1.46028181302,0.757424341605,0.571141127656
MDpe2zuy,-0.461136265464,0.00813094830089,-0.161711945357,-0.581489263322,-0.942455792036
MEzdmEIU,-0.261163211275,-0.23916155477,0.0962011271425,-0.420561574907,0.0709055324455
MVnhtivm,-0.32911577637,-0.298234774832,-0.317379581294,-0.206443232923,-0.419716719592
MYU7WDis,-0.323939274223,0.314520405135,0.408581556805,-0.841095403242,1.16651191584
MZFqh6yw,1.51057291439,0.764391674813,2.22213276148,-0.511644482954,0.416503998626
Mdgy4SsO,0.633954787318,1.13775454567,-0.386738467528,2.38300185464,-0.654914548569
Mj8awnzy,-0.320499471667,-0.0454403634095,0.256669780953,-0.64522804319,1.34885527136
MpFPbUJy,2.22688561472,0.503923068282,1.60821761923,0.843094735654,-1.12762393067
Mqk7MFBM,-0.322774414139,-0.137957066277,0.0567846298319,-0.760290349199,0.880266754304
Mqs2t1Eo,-0.464679745187,-0.264229447231,-0.559584356315,-0.00475723067004,-0.869416112646
Mv3jFVxp,-0.262852226344,-0.0605656161751,0.32859611339,-0.060317328555,0.174377694848
MxODTXvA,0.0929727535352,-0.0036876216313,0.664226196858,0.151852566515,-1.37201239974
N46PbpPM,-0.390731283568,-0.102217244582,0.217036981334,-0.762267867611,1.37054485283
N5S5F9Gk,-0.790262467174,-0.116086672178,-2.06492261402,-0.382301728852,1.01506709033
NLDg5fqw,0.39999862918,-0.128068459433,0.681562416306,-0.434629989568,0.372434603073
NOho2ZiM,1.83641859616,0.0606466925232,1.63808972799,0.0812500398335,-0.70215441534
NUuY7PFU,1.74705173657,0.460134300614,1.52915162171,1.02488478894,-1.18298129659
NV1e8AEO,-0.401127773551,0.122727998411,0.290999791511,-0.507764236987,1.13467117651
NZLXROKC,0.024949925598,0.196886581237,-0.0675520139668,0.806649321931,-1.11877185574
NaJo7C6o,0.412675762484,0.314746790469,1.27967712649,0.0983069960248,0.416216243021
NgsyGkrO,0.18076749095,-0.128485648895,0.635589932961,0.619079741869,-1.35019176954
NjOx4Zpo,-0.351242073478,-0.416164089408,-1.10897698681,0.990018976242,-1.30244648354
NmQoI7x0,2.22381720126,0.0901444147134,2.09997685805,-0.876294442428,0.0164883455656
No4wkdLS,-0.553735760733,-0.402858605793,-1.12244240444,-0.640058193003,0.186055784537
NouMwhOf,-0.171085063699,-0.118158813291,0.219240701412,-0.258001766734,-0.429758329388
O6YAWd8C,-0.111027737665,-0.376838745858,0.349504500329,-0.110318636657,-1.15444176999
